metric,V1,V2,V3,V4,LOC,FFA,OPA,PPA
sum_all,-0.011236966272769206,-0.0007066491430761455,0.02067929926746212,-0.03425432306576968,0.0279861872437019,-0.06169404928965241,-0.07913125832416477,-0.12578162328782835
