subject,metric,V1,V2,V3,V4,PPA,FFA,LOC,OPA
0,sum_all,-0.05493971936037374,-0.007087827612873629,0.006519020860087388,-0.04297709346568613,-0.15597479204566153,-0.04532177020691766,0.013387065538456103,-0.08959715088751902
1,sum_all,-0.02042365093364098,-0.02581403663411599,-0.01858854548145762,-0.0489205155814182,-0.117538131338464,-0.08731027124404692,-0.014850111490017066,-0.07558880501405364
2,sum_all,0.015340133034787633,0.022726481760498126,0.030196521320260242,0.013381228724883619,-0.0706260761947489,-0.012959831531605587,0.04697103901090599,0.006262918334080288
3,sum_all,-0.04661133391425189,-0.06207633671334702,-0.07879642618958334,-0.09809628384119631,-0.109547766141024,-0.05241173828472494,-0.058365761496099317,-0.11127268002513253
0,l1_norm,-0.035355363817765044,-0.03490578061955517,-0.03497737367191979,-0.0386076576506359,-0.13966243581315535,-0.05992243551343645,-0.020672088823789313,-0.13014832658592732
1,l1_norm,-0.007628716961381231,-0.01654195504462542,-0.019028835482771008,-0.05548636353955212,-0.113738307751208,-0.09769762463760158,-0.003203468578625201,-0.08173308960214028
2,l1_norm,-0.007750219553327745,0.00906365602482587,0.014870539685145992,-0.009168680895655626,-0.06608920526444464,-0.026362134544072924,0.018191148936623328,-0.0335794062284682
3,l1_norm,-0.04221544088723416,-0.0682714142537827,-0.07237079471732462,-0.08711286296472262,-0.11485453648859993,-0.060959799976489586,-0.060124093614083295,-0.11121807775313806
