metric,dataset,V1,V2,V3,V4,LOC,FFA,OPA,PPA
sum_all,Scenes,0.004193032193032193,0.02022141222141222,0.022399954399954403,-0.03434806634806635,-0.03345711345711346,-0.11477241077241078,-0.0452954372954373,-0.17426551826551825
sum_all,COCO,-0.047316155074534266,-0.04525599135904289,-0.011514931639994173,-0.05314042156213242,0.01017798088233306,-0.12071660755302575,-0.09248941137235284,-0.19346497723336142
sum_all,ImageNet,-0.057059362675900095,-0.03615431959208092,-0.017473453031104147,-0.09662609004769991,0.03290310715401215,-0.024679202286056703,-0.17252079587534314,-0.21518772953774262
