metric,V1,V2,V3,V4,LOC,FFA,OPA,PPA
sum_all,-0.06707280601505825,-0.05658236959493053,-0.035239375097121994,-0.08996008859207973,-0.02793545319201242,-0.1171680860469293,-0.13441487171433386,-0.18039170928797202
