metric,V1,V2,V3,V4,LOC,FFA,OPA,PPA
sum_all,-0.03918547463650362,-0.028666902964233996,-0.00728573365369177,-0.06215561196365543,2.538687349202106e-05,-0.08950047974609421,-0.10685565242671712,-0.15320363287980499
