pred,gt
0.10266885502041267,0.059890307667973
0.175356629260226,0.115563714091505
0.03586234208039851,-0.0193130960283076
-0.05266425171398925,-0.162653381142313
-0.030062738295532743,-0.117242312585918
0.046690778393258636,-0.0165319436525317
-0.03708029312882832,0.0139978968555514
-0.08720529309505087,0.0512989969221272
-0.03526951818636448,-0.0853030844654954
-0.14376314930277978,-0.107056323456148
0.025609723265870965,-0.385267053813729
-0.05878891819506471,0.0563196176618355
-0.05764399798150821,0.0801411858601521
-0.03645526597779325,-0.163698721684645
0.00724215453063648,-0.0218985960306202
0.05231607794230664,0.0070217232999787
0.048061079559917896,-0.0886852926458212
0.0341069731682464,0.137265886590574
-0.06764900951328734,-0.0354355392216629
-0.13457288254634392,-0.22924974327587
-0.040047919488311656,-0.0922567464890902
0.03665725033550782,-0.0541199433809833
0.08740651015018308,0.08242667048378
-0.014244768332923652,-0.212993367198621
-0.012774823813004765,-0.241337989987809
-0.04008057481160865,-0.25555900346533
-0.03793003485321211,-0.0751098903357286
-0.015866948929277758,0.385388902920079
0.15890356100350678,0.334811703183518
-0.074812647268931,-0.28602561833992
-0.01043779579856663,0.0892439713541163
-0.0629278095071042,-0.36058188475972
0.06532401975290103,0.354169537952646
-0.14291624692820903,-0.45494506259533
0.05264572106964316,-0.294552943132657
-0.025663378092421585,0.101619216348417
0.035455655151714005,0.22285156106238
-0.06602926256617447,0.163108907568311
0.11455108830886873,0.370935746305497
0.00027176846835041957,-0.056188870350319
0.1463043790051084,0.0861646242985994
-0.031214364971204223,0.272582241565702
-0.10985071456771145,-0.229643819173682
0.08480337651275605,0.186188232136816
0.03191606430772609,0.389205680878255
-0.013918736180452473,0.122119888310806
-0.07495059055746944,0.590319994988162
0.01818454667455116,0.0892971275272896
0.08853399879794921,-0.118973634220257
-0.04212289043274797,-0.252785646609461
0.04082495285906651,-0.337208334859319
0.02363001354669514,0.228508036775013
0.16275254175014586,-0.0641533778078135
-0.006921505263584482,-0.0021972242812796
-0.1365137022002334,-0.103223660421616
0.05095806598196129,0.074800658957444
