pred,gt
0.0842937476212331,0.059890307667973
0.20032112677105474,0.115563714091505
0.009764660573395645,-0.0193130960283076
-0.11452611060282969,-0.162653381142313
-0.08300886730885004,-0.117242312585918
-0.0014368319758144565,-0.0165319436525317
-0.06777960643794323,0.0139978968555514
-0.04485137917063753,0.0512989969221272
-0.07000466115351145,-0.0853030844654954
-0.161411326080227,-0.107056323456148
0.03477714979515234,-0.385267053813729
-0.06717191496198716,0.0563196176618355
-0.06419495318441903,0.0801411858601521
-0.03272598922086445,-0.163698721684645
-0.019516442298115777,-0.0218985960306202
0.022436343282187465,0.0070217232999787
0.0854682079366853,-0.0886852926458212
0.09747090446564499,0.137265886590574
-0.004285999200583035,-0.0354355392216629
-0.14528038676600552,-0.22924974327587
-0.08011422779376964,-0.0922567464890902
0.042113333323770874,-0.0541199433809833
0.03340209911366543,0.08242667048378
-0.013658709632913713,-0.212993367198621
-0.06531778248574405,-0.241337989987809
0.018191610224336685,-0.25555900346533
-0.04146689124027958,-0.0751098903357286
-0.001385861797073673,0.385388902920079
0.2220539800008634,0.334811703183518
-0.056120985448671945,-0.28602561833992
-0.032660260752084724,0.0892439713541163
-0.021085696552816557,-0.36058188475972
0.08524481351716418,0.354169537952646
-0.09986397355120502,-0.45494506259533
0.0105851901212759,-0.294552943132657
-0.07535082191218478,0.101619216348417
0.051887968617799984,0.22285156106238
-0.09475066680926325,0.163108907568311
0.12033030926985155,0.370935746305497
0.018392324181560227,-0.056188870350319
0.07641283037683877,0.0861646242985994
-0.05574523323170055,0.272582241565702
-0.0652525911485391,-0.229643819173682
0.1446761180723879,0.186188232136816
0.041126140707689274,0.389205680878255
-0.02418814079900855,0.122119888310806
-0.0019147981900005107,0.590319994988162
0.003179879086770754,0.0892971275272896
0.1122454354914808,-0.118973634220257
-0.06565881802355555,-0.252785646609461
0.05232457954073588,-0.337208334859319
0.01616403684450951,0.228508036775013
0.06836948721319835,-0.0641533778078135
0.009119384642962913,-0.0021972242812796
-0.13057546247469531,-0.103223660421616
0.02321161815080508,0.074800658957444
-0.010941415621275041,0.281555890896619
-0.04719874684735359,0.684487043060584
0.12750619851328437,0.362134025289817
-0.001682649735204933,-0.0737784009675554
-0.024100567785206195,0.157790362831254
0.009195794750517905,-0.540300692391609
-0.12030148236408245,0.0842240894823231
0.031458464677768916,-0.139170315561962
0.014570400499295033,0.244398589309708
0.08096159507175216,0.0683143975365992
0.035344164013036306,-0.23946496746814
-0.08534575260363475,-0.154573270482667
0.02845350064656671,-0.369786374159914
0.139540370133318,-0.317252841285564
0.01669325104773378,-0.237755491902572
-0.011708288570233094,0.482839806507828
-0.003915406391234555,0.424670218255665
0.02519998333359652,0.0163680188784765
0.03491409959530145,0.0698077110359349
-0.10803501494443601,-0.186197594109286
-0.0525610707838311,-0.0054248179606132
0.050709970861504416,0.0167781249404327
-0.04655595340174479,-0.0354339843920679
-0.10111504598961396,0.16274759527903
-0.07521608790758272,-0.0256835087916368
0.0846611213003925,0.152794053990684
0.07056017025108297,-0.22773508504704
0.11972850291205894,0.467057551470807
0.0707838022599443,-0.0873824634656028
-0.04751481484717246,0.13252104647376
0.05603527458907642,-0.339990227433835
0.0009821119151478541,-0.259058740804439
0.08899727971453153,0.258637295704808
0.026707152844837267,-0.241115227779537
0.052789553997234506,0.269045085598099
-0.06195871881733339,-0.204807394218785
-0.03476818733871134,-0.0165786732232163
0.0637783084212824,0.133806570780951
-0.018120852755192374,0.0471700276148012
-0.04684956764735837,0.163012552370329
-0.024810226938368984,0.0233481196935581
-0.06692368070469001,-0.137007276681466
-0.02163243556869432,0.0016897099023432
0.0195016127334231,-0.112209458257455
0.08265328157883012,0.10439639732185
0.05691280337447324,0.0465468872437508
0.11174465149846569,0.228187844176008
-0.051299285378791026,0.0965902970678184
0.11885949115092131,-0.0907673609779759
-0.17034855497793622,-0.0835863256291376
0.027726261000774244,0.134395182884399
0.20681911095456584,0.0840118188250645
0.016861926133794114,0.267079790542925
0.01439243174089988,-0.0249456529693239
0.1393035328926988,0.255553780057944
-0.04305941686635961,0.213324626621021
0.00556886614030816,0.243603185833704
0.0031959581455538455,0.0478179971313452
0.008032780923652894,0.0505060717521465
-0.07477743370686696,-0.33564875612794
-0.11205079784881633,-0.290960939891413
-0.008431441395519101,0.467251552386192
0.02924613368895379,0.325845879202087
0.06677689803396802,0.0987035667248418
-0.07454173806975994,-0.0451205474560511
0.11968149136172279,0.0459598266361885
0.03099124617849469,-0.174279234891343
-0.0075664833462329995,-0.109588126456574
0.06335303283236193,0.195941529593059
-0.1398954808244106,0.116969514561069
-0.06496186394276471,-0.128699116788341
-0.049555354019254594,-0.161722557837954
0.15989368060718867,-0.368920105366616
-0.033637065733929106,0.147941628047574
0.062360299659689034,0.403328451691707
-0.07691137467524456,0.10825309703612
-0.08257863848584002,-0.0816610145644919
0.07606125158573285,0.0715658992996491
0.0011639552153468458,-0.0025010572927674
-0.18089000272673417,0.0109362583474008
0.008280445380027146,0.149588648033155
0.061714165348094596,-0.243912724875206
0.13434295579946998,0.343448588139642
0.028972696214992766,0.458890847210867
0.016344294028311168,0.242559604984668
-0.0031644103726247153,-0.211385324751321
-0.06398571970648526,0.0168633368324394
-0.019121675716636588,-0.0926902240878755
