,metabolic_costs,pleasure
0,16832233,0.244293229550586
1,16853959,-0.160666870163843
2,17093714,-0.0307663309339497
3,16861443,-0.371715130136815
4,16540354,-0.159705953813958
5,16861220,-0.11857124305397
6,16795305,-0.338649703313993
7,16764135,0.45700640346494
8,16579752,-0.273472186178151
9,16498585,0.0043604885395505
10,16449726,0.0308064467542367
11,16753730,-0.0821998988153392
12,16758913,0.059890307667973
13,16275172,0.356313361621277
14,16585887,0.083912753956331
15,16653953,0.0420051746398581
16,16702156,0.0549402808700993
17,16769776,-0.0550180292665872
18,16554880,0.0451907627614839
19,16576203,0.0562767042288677
20,16316313,0.428112382843094
21,15813568,0.415996709414454
22,16071283,0.301309626159063
23,16558615,0.578303083569132
24,16861072,0.0591022151455511
25,16786026,-0.0829248448701031
26,16825827,-0.199580553130159
27,16717077,-0.290358978405024
28,16745269,0.0253412684077862
29,17251499,0.115563714091505
30,17201656,0.268073671753911
31,16788266,-0.0193130960283076
32,16505479,0.231970123423884
33,16443144,0.261799901675296
34,16777440,0.187048593821795
35,16724518,0.0441404409418205
36,16848020,0.364976080810737
37,16600601,0.0217151578928859
38,16830387,0.0691541212921069
39,16905749,-0.162653381142313
40,17144919,-0.477185462287298
41,16859330,-0.127102672158256
42,16962908,-0.117242312585918
43,16639362,-0.156443595483954
44,17098067,-0.0165319436525317
45,17160100,0.162586976992054
46,17117589,-0.209107353889166
47,17102866,-0.0694511306544876
48,16966405,0.32767586062545
49,16949020,0.0139978968555514
50,16889291,-0.149358110082302
51,16826318,0.0060425051952478
52,16932972,0.258812692306695
53,17078488,-0.380596541874413
54,17104841,-0.390277136195084
55,17206705,-0.024116164154885
56,16101574,-0.0226739999579923
57,16398321,0.0956773196430177
58,16405931,-0.025734112536903
59,16180915,-0.0736432289279168
60,16821446,-0.269325479397055
61,16585630,-0.132396554356197
62,16947410,-0.127497967226896
63,16890429,-0.29676957104109
64,16478539,0.196264950458417
65,16557117,0.172486633434433
66,16961616,-0.0768328145481042
67,16646955,-0.020030913867393
68,16766864,0.0112890205479777
